"filename", "language", "Markdown", "JSON", "YAML", "TypeScript", "JSON with Comments", "PostCSS", "TypeScript JSX", "XML", "JavaScript", "MS SQL", "comment", "blank", "total"
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\TierListView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 5, 10, 114
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\TierRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 7, 6, 98
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\[role]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 2, 15, 105
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 2, 14, 87
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\tier-list\tierBlurb.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 3, 7, 60
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\admin\ai-cost\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 11, 193
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\admin\analytics\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 4, 11, 127
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\admin\audit-logs\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 3, 10, 145
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\admin\feature-flags\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 2, 14, 185
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\admin\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 4, 35
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\account\export\route.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 6, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\account\route.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 6, 8, 49
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\achievements\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 7, 28
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\achievements\seen\route.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 7, 34
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\achievements\share\[achievementId]\achievementOgTemplate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 7, 10, 125
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\achievements\share\[achievementId]\route.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 8, 31
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\admin\ai-cost\route.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\admin\backfill-slugs\route.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 10, 61
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\admin\feature-flags\route.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 15, 63
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\admin\promote-team\route.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 10, 49
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\analysis\habits\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 7, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\analysis\heatmap\route.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 2, 9, 38
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\analysis\matchup-guide\route.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 2, 8, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\analysis\matchup-matrix\route.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 5, 21
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\2fa\challenge\route.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 3, 12, 60
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\2fa\disable\route.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 11, 64
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\2fa\setup\route.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 2, 9, 38
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\2fa\verify\route.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 11, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\[...nextauth]\route.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\forgot-password\route.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 4, 15, 82
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\register\route.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 8, 44
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\resend-verification\route.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 1, 11, 56
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\reset-password\route.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 2, 17, 82
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\auth\verify-email\route.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 10, 35
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cards\[token]\cardOgTokens.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 2, 18
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cards\[token]\masteryCardOg.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 4, 7, 95
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cards\[token]\route.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 6, 39
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cards\[token]\weeklyCardOg.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 5, 8, 112
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cards\generate\route.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 9, 40
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\challenges\[id]\progress\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 21
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\challenges\route.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 4, 17
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\champions\[championId]\mastery\route.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 2, 9, 38
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\champions\[championId]\matchups\route.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 11, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\champions\all\route.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 3, 14
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\champions\route.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 9, 33
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\generate\route.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 3, 14, 74
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\pdf\route.ts", "TypeScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 1, 11, 71
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\rating\route.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\route.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\share\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 5, 24
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\status\route.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\stream\route.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 7, 35
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\[reportId]\tts\route.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\reports\route.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\voice\synthesize\route.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 8, 40
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\coaching\voice\transcribe\route.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 8, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cron\monthly-milestone\route.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 6, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\cron\weekly-report\route.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 9, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\feature-flags\route.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\health\route.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 9, 59
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\inngest\route.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 2, 31
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\join\[token]\route.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\leaderboard\route.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\lemonsqueezy\checkout\route.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 2, 7, 34
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\lemonsqueezy\checkout\team\route.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\lemonsqueezy\webhook\route.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 5, 9, 62
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\match\[matchId]\build-explanation\route.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 9, 41
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\match\[matchId]\route.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\milestone\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\og\profile\[slug]\route.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 1, 6, 88
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\og\report\[shareToken]\reportOgTemplate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 5, 9, 163
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\og\report\[shareToken]\route.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 7, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\og\summoner\route.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 1, 6, 84
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\otp\route.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 14, 79
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\patch\impact\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 4, 19
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\public\champions\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 5, 20
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\public\preview\route.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\public\profile\[slug]\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\push\subscribe\route.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\push\unsubscribe\route.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\push\vapid-key\route.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\recap\generate\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\recap\share\[shareToken]\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\referral\apply\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\referral\code\route.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\referral\stats\route.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\champion-deep-dive\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 21
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\champion-matches\route.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 6, 34
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\chat\route.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 11, 66
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\counters\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\focus\route.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 1, 9, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\habits\route.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 5, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\performance\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 3, 18
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\plan\history\route.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\plan\route.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 4, 29
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\pro-comparison\route.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 6, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\rank-up\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\ranked\route.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\route.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 9, 39
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\sync\route.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 10, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\sync\status\route.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 5, 36
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\teamfight\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 5, 23
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\tilt\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 3, 18
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\[riotAccountId]\warmup\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 3, 18
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\accounts\route.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\riot\connect\route.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 9, 64
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\sessions\route.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 7, 13, 68
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\settings\discord\route.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 3, 12, 82
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\settings\discord\test\route.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 6, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\share\[shareToken]\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\subscription\retention-offer\route.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 4, 4, 29
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\subscription\route.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\activity\route.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\dashboard\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\invite-link\route.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\invites\[inviteId]\route.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\invites\route.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\members\[userId]\route.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\members\invite\route.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 6, 30
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\report\route.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\route.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\[teamId]\stats\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\invites\[token]\accept\route.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\route.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\teams\seats\route.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 4, 17
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\tilt\acknowledge\route.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 6, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\tilt\alerts\route.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 4, 19
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\user\email-preferences\route.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\user\profile-settings\route.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 8, 41
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\user\route.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 7, 7, 31
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\v1\coaching\generate\route.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\api\v1\coaching\reports\route.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3
